attempt,step,time_s,phase,jaw_centre_error_m,lateral_error_m,along_error_m,tip_goal_error_m,jaw_command_m,approach_elevation_deg,jaw_tilt_deg,base_height_m,base_shift_m,base_yaw_deg,arm_speed_rad_s,finger_contact_n,forearm_contact_n,fell,cup_lift_m,cup_tilt_deg
15,48,0.96,spawn,0.07099,0.069,-0.0167,0.08265,0.0294,-6.93,69.13,0.3119,0.0265,1.249,1.158,0.0,0.0,0,0.0,0.0
0,49,0.98,stand,0.07637,0.07175,-0.02618,0.08883,0.03,-6.54,64.08,0.3115,0.0263,1.331,1.73,0.0,0.0,0,0.0,0.0
1,49,0.98,stand,0.07579,0.07471,-0.01274,0.08814,0.03,-6.63,63.49,0.3118,0.0265,1.311,1.73,0.0,0.0,0,0.0,0.0
2,49,0.98,stand,0.07643,0.0743,-0.01792,0.08891,0.03,-6.81,64.64,0.3109,0.0257,1.341,1.73,0.0,0.0,0,0.0,0.0
3,49,0.98,stand,0.07586,0.07185,-0.02435,0.08793,0.03,-6.65,66.89,0.3107,0.0255,1.366,1.158,0.0,0.0,0,0.0,0.0
4,49,0.98,stand,0.07592,0.07558,-0.00712,0.08814,0.03,-6.6,65.0,0.3116,0.0265,1.333,1.186,0.0,0.0,0,0.0,0.0
5,49,0.98,stand,0.07486,0.07305,-0.01636,0.08688,0.03,-6.71,66.16,0.3115,0.0266,1.332,1.35,0.0,0.0,0,0.0,0.0
6,49,0.98,stand,0.07584,0.07537,-0.00845,0.08824,0.03,-6.75,64.46,0.3117,0.0265,1.334,1.73,0.0,0.0,0,0.0,0.0
7,49,0.98,stand,0.076,0.07246,-0.02292,0.08854,0.03,-6.69,63.05,0.3118,0.0264,1.311,1.73,0.0,0.0,0,0.0,0.0
8,49,0.98,stand,0.07397,0.06871,-0.02741,0.08663,0.03,-6.73,65.93,0.3107,0.0236,1.282,1.128,0.0,0.0,0,0.0,0.0
9,49,0.98,stand,0.0756,0.07517,-0.00806,0.08787,0.03,-6.7,64.3,0.3119,0.0266,1.304,1.159,0.0,0.0,0,0.0,0.0
10,49,0.98,stand,0.07577,0.07342,-0.01869,0.08811,0.03,-6.48,63.47,0.3118,0.0265,1.315,1.73,0.0,0.0,0,0.0,0.0
11,49,0.98,stand,0.07738,0.0757,-0.01606,0.09038,0.03,-6.74,61.86,0.3109,0.0247,1.213,1.145,0.0,0.0,0,0.0,0.0
12,49,0.98,stand,0.07681,0.07497,-0.01673,0.08943,0.03,-6.94,64.97,0.3111,0.0259,1.317,1.162,0.0,0.0,0,0.0,0.0
13,49,0.98,stand,0.0758,0.07494,-0.01138,0.08805,0.03,-6.68,64.35,0.3118,0.0265,1.31,1.162,0.0,0.0,0,0.0,0.0
14,49,0.98,stand,0.0781,0.07578,-0.01891,0.09076,0.03,-6.69,62.81,0.3108,0.0247,1.251,1.36,0.0,0.0,0,0.0,0.0
15,49,0.98,stand,0.07484,0.0738,-0.01243,0.08704,0.03,-6.81,66.02,0.3116,0.0264,1.333,1.181,0.0,0.0,0,0.0,0.0
0,50,1.0,stand,0.07988,0.07515,-0.02706,0.09307,0.03,-6.38,60.93,0.3111,0.0262,1.406,1.73,0.0,0.0,0,0.0,0.0
1,50,1.0,stand,0.07965,0.07854,-0.01324,0.09269,0.03,-6.48,60.35,0.3114,0.0265,1.39,1.73,0.0,0.0,0,0.0,0.0
2,50,1.0,stand,0.08072,0.07857,-0.01849,0.09388,0.03,-6.61,61.87,0.3105,0.0257,1.423,1.176,0.0,0.0,0,0.0,0.0
3,50,1.0,stand,0.07938,0.07511,-0.02568,0.09219,0.03,-6.49,63.64,0.3103,0.0254,1.453,1.18,0.0,0.0,0,0.0,0.0
4,50,1.0,stand,0.07952,0.07918,-0.00738,0.09225,0.03,-6.36,62.72,0.3113,0.0264,1.417,1.165,0.0,0.0,0,0.0,0.0
5,50,1.0,stand,0.07883,0.07698,-0.01699,0.09132,0.03,-6.47,64.01,0.3112,0.0265,1.419,1.18,0.0,0.0,0,0.0,0.0
6,50,1.0,stand,0.07985,0.07941,-0.00835,0.09297,0.03,-6.65,61.71,0.3113,0.0264,1.411,1.193,0.0,0.0,0,0.0,0.0
7,50,1.0,stand,0.07978,0.07607,-0.02405,0.09303,0.03,-6.58,60.44,0.3115,0.0264,1.387,1.184,0.0,0.0,0,0.0,0.0
8,50,1.0,stand,0.0775,0.07187,-0.029,0.09114,0.03,-6.54,61.55,0.3105,0.0236,1.368,1.73,0.0,0.0,0,0.0,0.0
9,50,1.0,stand,0.07942,0.07892,-0.00882,0.09239,0.03,-6.53,61.23,0.3116,0.0266,1.39,1.181,0.0,0.0,0,0.0,0.0
10,50,1.0,stand,0.07898,0.07661,-0.01919,0.0921,0.03,-6.49,60.79,0.3115,0.0265,1.383,1.73,0.0,0.0,0,0.0,0.0
11,50,1.0,stand,0.08087,0.07911,-0.01676,0.09452,0.03,-6.5,59.18,0.3107,0.0248,1.296,1.144,0.0,0.0,0,0.0,0.0
12,50,1.0,stand,0.08064,0.07861,-0.01799,0.0942,0.03,-6.68,60.52,0.3107,0.0258,1.399,1.73,0.0,0.0,0,0.0,0.0
13,50,1.0,stand,0.07967,0.0787,-0.01233,0.09275,0.03,-6.48,60.27,0.3115,0.0264,1.397,1.73,0.0,0.0,0,0.0,0.0
14,50,1.0,stand,0.08163,0.07926,-0.01952,0.09484,0.03,-6.46,60.65,0.3106,0.0249,1.336,1.161,0.0,0.0,0,0.0,0.0
15,50,1.0,stand,0.07921,0.07816,-0.01288,0.09225,0.03,-6.6,61.87,0.3112,0.0263,1.421,1.73,0.0,0.0,0,0.0,0.0
0,51,1.02,stand,0.08346,0.07871,-0.02777,0.09738,0.03,-6.22,58.07,0.3107,0.0262,1.478,1.73,0.0,0.0,0,0.0,0.0
1,51,1.02,stand,0.0831,0.08196,-0.0137,0.09678,0.03,-6.3,57.62,0.3111,0.0265,1.462,1.73,0.0,0.0,0,0.0,0.0
2,51,1.02,stand,0.08433,0.08204,-0.01951,0.09809,0.03,-6.35,59.27,0.3102,0.0256,1.503,1.179,0.0,0.0,0,0.0,0.0
3,51,1.02,stand,0.08277,0.07833,-0.02675,0.09603,0.03,-6.38,62.25,0.3099,0.0254,1.536,1.729,0.0,0.0,0,0.0,0.0
4,51,1.02,stand,0.08258,0.08223,-0.00762,0.09609,0.03,-6.24,59.68,0.3109,0.0264,1.494,1.187,0.0,0.0,0,0.0,0.0
5,51,1.02,stand,0.0827,0.08077,-0.01779,0.09586,0.03,-6.3,60.95,0.3108,0.0265,1.507,1.198,0.0,0.0,0,0.0,0.0
6,51,1.02,stand,0.08379,0.08335,-0.00858,0.0975,0.03,-6.46,59.21,0.311,0.0263,1.492,1.198,0.0,0.0,0,0.0,0.0
7,51,1.02,stand,0.08261,0.07862,-0.02536,0.09661,0.03,-6.42,57.57,0.3111,0.0263,1.456,1.194,0.0,0.0,0,0.0,0.0
8,51,1.02,stand,0.08,0.07416,-0.02998,0.09444,0.03,-6.31,58.52,0.3102,0.0235,1.437,1.73,0.0,0.0,0,0.0,0.0
9,51,1.02,stand,0.08174,0.08116,-0.00965,0.09557,0.03,-6.43,58.06,0.3112,0.0265,1.457,1.201,0.0,0.0,0,0.0,0.0
10,51,1.02,stand,0.08295,0.08048,-0.02006,0.0966,0.03,-6.24,58.51,0.3111,0.0265,1.464,1.73,0.0,0.0,0,0.0,0.0
11,51,1.02,stand,0.08315,0.08128,-0.01752,0.09749,0.03,-6.28,57.01,0.3105,0.025,1.366,1.144,0.0,0.0,0,0.0,0.0
12,51,1.02,stand,0.08384,0.08168,-0.01889,0.09808,0.03,-6.31,57.28,0.3103,0.0258,1.474,1.73,0.0,0.0,0,0.0,0.0
13,51,1.02,stand,0.08246,0.08147,-0.01274,0.09632,0.03,-6.33,57.21,0.3111,0.0264,1.463,1.73,0.0,0.0,0,0.0,0.0
14,51,1.02,stand,0.08452,0.08202,-0.02037,0.09857,0.03,-6.3,57.55,0.3103,0.025,1.415,1.174,0.0,0.0,0,0.0,0.0
15,51,1.02,stand,0.08305,0.08202,-0.01299,0.0968,0.03,-6.45,58.81,0.3109,0.0263,1.497,1.73,0.0,0.0,0,0.0,0.0
0,52,1.04,stand,0.08686,0.08186,-0.02905,0.10116,0.03,-5.89,56.8,0.3103,0.0261,1.556,1.73,0.0,0.0,0,0.0,0.0
1,52,1.04,stand,0.0866,0.08542,-0.01423,0.1006,0.03,-5.97,56.56,0.3107,0.0264,1.543,1.73,0.0,0.0,0,0.0,0.0
2,52,1.04,stand,0.08708,0.08459,-0.02069,0.10122,0.03,-5.99,58.01,0.3098,0.0256,1.579,1.73,0.0,0.0,0,0.0,0.0
3,52,1.04,stand,0.08625,0.08155,-0.02807,0.10026,0.03,-6.2,59.19,0.3096,0.0254,1.623,1.225,0.0,0.0,0,0.0,0.0
4,52,1.04,stand,0.08536,0.085,-0.00785,0.0993,0.03,-6.15,59.0,0.3105,0.0263,1.568,1.73,0.0,0.0,0,0.0,0.0
5,52,1.04,stand,0.08539,0.08334,-0.01857,0.09898,0.03,-6.19,59.92,0.3104,0.0264,1.582,1.729,0.0,0.0,0,0.0,0.0
6,52,1.04,stand,0.08663,0.08612,-0.00936,0.10084,0.03,-6.15,57.29,0.3106,0.0263,1.567,1.206,0.0,0.0,0,0.0,0.0
7,52,1.04,stand,0.08578,0.08153,-0.02666,0.10006,0.03,-6.09,56.93,0.3107,0.0262,1.537,1.73,0.0,0.0,0,0.0,0.0
8,52,1.04,stand,0.08328,0.07738,-0.03078,0.09807,0.03,-5.94,57.69,0.3099,0.0235,1.52,1.73,0.0,0.0,0,0.0,0.0
9,52,1.04,stand,0.08535,0.0848,-0.00968,0.0995,0.03,-6.21,57.59,0.3109,0.0264,1.541,1.73,0.0,0.0,0,0.0,0.0
10,52,1.04,stand,0.08589,0.08326,-0.02109,0.09998,0.03,-5.9,56.76,0.3107,0.0264,1.541,1.73,0.0,0.0,0,0.0,0.0
11,52,1.04,stand,0.08472,0.08276,-0.0181,0.09965,0.03,-6.13,56.2,0.3103,0.0251,1.43,1.73,0.0,0.0,0,0.0,0.0
12,52,1.04,stand,0.08676,0.08458,-0.01933,0.1014,0.03,-5.95,56.17,0.3099,0.0258,1.546,1.73,0.0,0.0,0,0.0,0.0
13,52,1.04,stand,0.08631,0.08537,-0.01268,0.10047,0.03,-6.01,56.31,0.3108,0.0264,1.545,1.73,0.0,0.0,0,0.0,0.0
14,52,1.04,stand,0.08632,0.08371,-0.02108,0.10097,0.03,-6.16,56.47,0.3101,0.0252,1.48,1.73,0.0,0.0,0,0.0,0.0
15,52,1.04,stand,0.0869,0.08587,-0.01336,0.1011,0.03,-6.14,56.98,0.3105,0.0262,1.575,1.73,0.0,0.0,0,0.0,0.0
0,53,1.06,stand,0.08854,0.08337,-0.02981,0.1033,0.03,-5.62,56.0,0.3099,0.0261,1.616,1.73,0.0,0.0,0,0.0,0.0
1,53,1.06,stand,0.08902,0.08784,-0.01445,0.10343,0.03,-5.68,55.62,0.3103,0.0264,1.613,1.73,0.0,0.0,0,0.0,0.0
2,53,1.06,stand,0.08838,0.08581,-0.02113,0.1034,0.03,-5.78,55.15,0.3095,0.0255,1.639,1.2,0.0,0.0,0,0.0,0.0
3,53,1.06,stand,0.08815,0.08335,-0.02869,0.10289,0.03,-6.08,57.11,0.3093,0.0254,1.689,1.238,0.0,0.0,0,0.0,0.0
4,53,1.06,stand,0.08823,0.08785,-0.00817,0.10276,0.03,-5.89,56.95,0.3102,0.0263,1.646,1.209,0.0,0.0,0,0.0,0.0
5,53,1.06,stand,0.08811,0.086,-0.01913,0.10242,0.03,-6.06,57.49,0.3101,0.0264,1.655,1.233,0.0,0.0,0,0.0,0.0
6,53,1.06,stand,0.08851,0.088,-0.00951,0.10331,0.03,-5.88,55.61,0.3102,0.0262,1.633,1.214,0.0,0.0,0,0.0,0.0
7,53,1.06,stand,0.08767,0.08329,-0.02736,0.10266,0.03,-5.76,54.37,0.3104,0.0262,1.609,1.208,0.0,0.0,0,0.0,0.0
8,53,1.06,stand,0.08561,0.07964,-0.03141,0.10075,0.03,-5.52,56.95,0.3095,0.0235,1.598,1.73,0.0,0.0,0,0.0,0.0
9,53,1.06,stand,0.08832,0.08776,-0.00995,0.10311,0.03,-5.83,54.73,0.3105,0.0264,1.625,1.215,0.0,0.0,0,0.0,0.0
10,53,1.06,stand,0.08786,0.08519,-0.02151,0.1024,0.03,-5.61,55.92,0.3103,0.0264,1.607,1.73,0.0,0.0,0,0.0,0.0
11,53,1.06,stand,0.08696,0.08499,-0.01838,0.10245,0.03,-5.79,54.82,0.3102,0.0253,1.508,1.73,0.0,0.0,0,0.0,0.0
12,53,1.06,stand,0.08943,0.08723,-0.01969,0.10445,0.03,-5.54,55.36,0.3095,0.0258,1.618,1.73,0.0,0.0,0,0.0,0.0
13,53,1.06,stand,0.08966,0.08874,-0.01277,0.1041,0.03,-5.59,55.37,0.3104,0.0264,1.628,1.73,0.0,0.0,0,0.0,0.0
14,53,1.06,stand,0.08883,0.08615,-0.02166,0.10408,0.03,-5.84,54.58,0.3099,0.0254,1.556,1.166,0.0,0.0,0,0.0,0.0
15,53,1.06,stand,0.08955,0.0885,-0.01372,0.10414,0.03,-5.81,55.88,0.3101,0.0262,1.642,1.73,0.0,0.0,0,0.0,0.0
0,54,1.08,stand,0.09075,0.08559,-0.03016,0.1059,0.03,-5.33,55.64,0.3096,0.0261,1.69,1.73,0.0,0.0,0,0.0,0.0
1,54,1.08,stand,0.09164,0.09051,-0.01438,0.10642,0.03,-5.37,54.99,0.3099,0.0264,1.692,1.73,0.0,0.0,0,0.0,0.0
2,54,1.08,stand,0.09153,0.08913,-0.02079,0.10682,0.03,-5.46,55.06,0.3092,0.0255,1.724,1.73,0.0,0.0,0,0.0,0.0
3,54,1.08,stand,0.09196,0.08713,-0.02941,0.10688,0.03,-5.61,56.6,0.3089,0.0254,1.781,1.73,0.0,0.0,0,0.0,0.0
4,54,1.08,stand,0.09002,0.08964,-0.00823,0.10502,0.03,-5.64,55.97,0.3098,0.0262,1.715,1.73,0.0,0.0,0,0.0,0.0
5,54,1.08,stand,0.09135,0.08927,-0.01939,0.10595,0.03,-5.76,56.81,0.3097,0.0264,1.74,1.73,0.0,0.0,0,0.0,0.0
6,54,1.08,stand,0.09111,0.09066,-0.00899,0.10632,0.03,-5.56,54.72,0.3099,0.0261,1.711,1.73,0.0,0.0,0,0.0,0.0
7,54,1.08,stand,0.08995,0.08569,-0.02736,0.1053,0.03,-5.46,54.09,0.31,0.0261,1.686,1.73,0.0,0.0,0,0.0,0.0
8,54,1.08,stand,0.08647,0.08052,-0.03152,0.10211,0.03,-5.21,56.54,0.3093,0.0236,1.663,1.73,0.0,0.0,0,0.0,0.0
9,54,1.08,stand,0.08986,0.08932,-0.00984,0.10508,0.03,-5.56,54.37,0.3102,0.0264,1.691,1.73,0.0,0.0,0,0.0,0.0
10,54,1.08,stand,0.09044,0.08785,-0.02147,0.10535,0.03,-5.31,55.33,0.3099,0.0264,1.687,1.73,0.0,0.0,0,0.0,0.0
11,54,1.08,stand,0.08781,0.08579,-0.01873,0.10398,0.03,-5.4,53.03,0.31,0.0255,1.571,1.118,0.0,0.0,0,0.0,0.0
12,54,1.08,stand,0.09084,0.08864,-0.0199,0.10635,0.03,-5.2,54.72,0.3092,0.0258,1.679,1.73,0.0,0.0,0,0.0,0.0
13,54,1.08,stand,0.09122,0.09031,-0.01287,0.10613,0.03,-5.3,54.67,0.31,0.0264,1.69,1.73,0.0,0.0,0,0.0,0.0
14,54,1.08,stand,0.09028,0.08755,-0.02203,0.10604,0.03,-5.45,53.45,0.3097,0.0256,1.623,1.73,0.0,0.0,0,0.0,0.0
15,54,1.08,stand,0.09174,0.09071,-0.01372,0.10677,0.03,-5.55,55.3,0.3097,0.0262,1.708,1.73,0.0,0.0,0,0.0,0.0
0,55,1.1,stand,0.09205,0.08692,-0.0303,0.10765,0.03,-5.01,55.24,0.3092,0.0261,1.762,1.73,0.0,0.0,0,0.0,0.0
1,55,1.1,stand,0.09275,0.09163,-0.01433,0.10808,0.03,-5.16,54.32,0.3095,0.0264,1.756,1.73,0.0,0.0,0,0.0,0.0
2,55,1.1,stand,0.0921,0.08968,-0.021,0.10798,0.03,-5.24,54.41,0.3089,0.0255,1.786,1.73,0.0,0.0,0,0.0,0.0
3,55,1.1,stand,0.09248,0.08753,-0.02985,0.10805,0.03,-5.4,55.41,0.3087,0.0253,1.843,1.673,0.0,0.0,0,0.0,0.0
4,55,1.1,stand,0.09123,0.09087,-0.00807,0.10684,0.03,-5.46,54.92,0.3096,0.0262,1.778,1.73,0.0,0.0,0,0.0,0.0
5,55,1.1,stand,0.09229,0.09015,-0.01979,0.10767,0.03,-5.61,54.81,0.3094,0.0263,1.801,1.25,0.0,0.0,0,0.0,0.0
6,55,1.1,stand,0.09202,0.09159,-0.00894,0.10806,0.03,-5.32,52.55,0.3095,0.0261,1.773,1.208,0.0,0.0,0,0.0,0.0
7,55,1.1,stand,0.09085,0.08662,-0.02742,0.10678,0.03,-5.22,53.32,0.3097,0.0261,1.75,1.73,0.0,0.0,0,0.0,0.0
8,55,1.1,stand,0.0869,0.08117,-0.03102,0.10305,0.03,-4.97,56.45,0.309,0.0236,1.729,1.73,0.0,0.0,0,0.0,0.0
9,55,1.1,stand,0.09102,0.09051,-0.0096,0.1068,0.03,-5.38,53.79,0.3099,0.0263,1.754,1.73,0.0,0.0,0,0.0,0.0
10,55,1.1,stand,0.09185,0.08929,-0.02152,0.10724,0.03,-5.01,54.67,0.3095,0.0264,1.76,1.73,0.0,0.0,0,0.0,0.0
11,55,1.1,stand,0.08717,0.08522,-0.01835,0.10398,0.03,-5.23,52.87,0.3098,0.0256,1.615,1.73,0.0,0.0,0,0.0,0.0
12,55,1.1,stand,0.09135,0.0892,-0.01973,0.10742,0.03,-4.96,54.48,0.3088,0.0258,1.737,1.73,0.0,0.0,0,0.0,0.0
13,55,1.1,stand,0.09224,0.09138,-0.01258,0.10771,0.03,-5.16,54.33,0.3097,0.0264,1.752,1.73,0.0,0.0,0,0.0,0.0
14,55,1.1,stand,0.08983,0.0871,-0.02194,0.10632,0.03,-5.33,52.76,0.3095,0.0257,1.666,1.73,0.0,0.0,0,0.0,0.0
15,55,1.1,stand,0.09376,0.09277,-0.01362,0.1092,0.03,-5.25,54.92,0.3093,0.0262,1.782,1.73,0.0,0.0,0,0.0,0.0
0,56,1.12,stand,0.09302,0.08797,-0.03023,0.109,0.03,-4.62,55.04,0.3089,0.0261,1.837,1.73,0.0,0.0,0,0.0,0.0
1,56,1.12,stand,0.09389,0.09282,-0.01413,0.10972,0.03,-4.91,53.95,0.3092,0.0264,1.827,1.73,0.0,0.0,0,0.0,0.0
2,56,1.12,stand,0.09217,0.08978,-0.02083,0.10874,0.03,-5.15,53.93,0.3087,0.0255,1.838,1.73,0.0,0.0,0,0.0,0.0
3,56,1.12,stand,0.09392,0.08908,-0.02975,0.10998,0.03,-5.19,54.96,0.3085,0.0253,1.914,1.73,0.0,0.0,0,0.0,0.0
4,56,1.12,stand,0.09352,0.09322,-0.00743,0.10946,0.03,-5.0,54.22,0.3093,0.0262,1.862,1.73,0.0,0.0,0,0.0,0.0
5,56,1.12,stand,0.09458,0.09252,-0.01962,0.11029,0.03,-5.33,54.64,0.3092,0.0263,1.879,1.73,0.0,0.0,0,0.0,0.0
6,56,1.12,stand,0.0931,0.09272,-0.0084,0.10955,0.03,-5.03,52.49,0.3092,0.026,1.838,1.73,0.0,0.0,0,0.0,0.0
7,56,1.12,stand,0.09133,0.08717,-0.02726,0.10787,0.03,-5.0,52.71,0.3094,0.026,1.811,1.73,0.0,0.0,0,0.0,0.0
8,56,1.12,stand,0.08759,0.08217,-0.03034,0.10413,0.03,-4.61,56.43,0.3088,0.0237,1.806,1.73,0.0,0.0,0,0.0,0.0
9,56,1.12,stand,0.09247,0.09202,-0.0092,0.10871,0.03,-5.03,53.16,0.3096,0.0263,1.829,1.73,0.0,0.0,0,0.0,0.0
10,56,1.12,stand,0.09208,0.0896,-0.02123,0.10807,0.03,-4.82,54.28,0.3092,0.0264,1.821,1.73,0.0,0.0,0,0.0,0.0
11,56,1.12,stand,0.08793,0.08619,-0.0174,0.1051,0.03,-4.86,53.03,0.3097,0.0258,1.684,1.73,0.0,0.0,0,0.0,0.0
12,56,1.12,stand,0.09248,0.09049,-0.01906,0.10892,0.03,-4.57,54.39,0.3085,0.0259,1.813,1.73,0.0,0.0,0,0.0,0.0
13,56,1.12,stand,0.09413,0.09334,-0.01214,0.10997,0.03,-4.79,54.04,0.3093,0.0264,1.836,1.73,0.0,0.0,0,0.0,0.0
14,56,1.12,stand,0.09106,0.08854,-0.02129,0.10797,0.03,-5.0,52.65,0.3094,0.0259,1.738,1.73,0.0,0.0,0,0.0,0.0
15,56,1.12,stand,0.09502,0.09406,-0.01346,0.11088,0.03,-4.9,54.62,0.3089,0.0262,1.855,1.73,0.0,0.0,0,0.0,0.0
0,57,1.14,stand,0.09393,0.08911,-0.0297,0.11018,0.03,-4.09,54.89,0.3086,0.0261,1.918,1.73,0.0,0.0,0,0.0,0.0
1,57,1.14,stand,0.09604,0.09509,-0.01351,0.11205,0.03,-4.28,53.64,0.3088,0.0265,1.924,1.73,0.0,0.0,0,0.0,0.0
2,57,1.14,stand,0.09518,0.09307,-0.01994,0.11185,0.03,-4.47,53.65,0.3085,0.0255,1.939,1.73,0.0,0.0,0,0.0,0.0
3,57,1.14,stand,0.09663,0.09201,-0.0295,0.11286,0.03,-4.57,54.37,0.3083,0.0253,2.011,1.73,0.0,0.0,0,0.0,0.0
4,57,1.14,stand,0.09454,0.0943,-0.00674,0.11086,0.03,-4.44,53.25,0.3091,0.0262,1.935,1.73,0.0,0.0,0,0.0,0.0
5,57,1.14,stand,0.09743,0.09548,-0.0194,0.1132,0.03,-4.62,54.17,0.3089,0.0263,1.977,1.73,0.0,0.0,0,0.0,0.0
6,57,1.14,stand,0.0948,0.09451,-0.00745,0.11142,0.03,-4.41,52.38,0.309,0.026,1.924,1.73,0.0,0.0,0,0.0,0.0
7,57,1.14,stand,0.09327,0.08942,-0.02655,0.11005,0.03,-4.39,52.21,0.3092,0.026,1.898,1.73,0.0,0.0,0,0.0,0.0
8,57,1.14,stand,0.0881,0.08301,-0.02951,0.10488,0.03,-4.07,56.45,0.3086,0.0238,1.887,1.73,0.0,0.0,0,0.0,0.0
9,57,1.14,stand,0.09383,0.09347,-0.00823,0.11039,0.03,-4.47,52.55,0.3094,0.0263,1.908,1.73,0.0,0.0,0,0.0,0.0
10,57,1.14,stand,0.09442,0.09213,-0.02065,0.11056,0.03,-4.21,54.06,0.3089,0.0265,1.919,1.73,0.0,0.0,0,0.0,0.0
11,57,1.14,stand,0.08752,0.08595,-0.01648,0.10498,0.03,-4.37,53.28,0.3096,0.0259,1.749,1.73,0.0,0.0,0,0.0,0.0
12,57,1.14,stand,0.09362,0.09183,-0.01821,0.11025,0.03,-3.93,54.29,0.3083,0.026,1.897,1.73,0.0,0.0,0,0.0,0.0
13,57,1.14,stand,0.09554,0.09484,-0.01152,0.11161,0.03,-4.17,53.74,0.309,0.0265,1.924,1.73,0.0,0.0,0,0.0,0.0
14,57,1.14,stand,0.09198,0.08962,-0.02072,0.10908,0.03,-4.34,52.57,0.3093,0.0261,1.82,1.73,0.0,0.0,0,0.0,0.0
15,57,1.14,stand,0.09695,0.0961,-0.01286,0.11301,0.03,-4.3,54.39,0.3086,0.0262,1.944,1.73,0.0,0.0,0,0.0,0.0
0,58,1.16,stand,0.09287,0.08842,-0.0284,0.10965,0.03,-3.74,54.73,0.3084,0.0261,1.976,1.73,0.0,0.0,0,0.0,0.0
1,58,1.16,stand,0.09481,0.09395,-0.01272,0.11142,0.03,-3.92,53.08,0.3086,0.0266,1.981,1.73,0.0,0.0,0,0.0,0.0
2,58,1.16,stand,0.09334,0.09136,-0.01911,0.11096,0.03,-4.21,51.55,0.3083,0.0255,1.986,1.2,0.0,0.0,0,0.0,0.0
3,58,1.16,stand,0.09571,0.09136,-0.02853,0.11262,0.03,-4.25,53.37,0.3081,0.0254,2.064,1.73,0.0,0.0,0,0.0,0.0
4,58,1.16,stand,0.09353,0.09337,-0.00563,0.11049,0.03,-4.22,52.84,0.3089,0.0261,1.98,1.73,0.0,0.0,0,0.0,0.0
5,58,1.16,stand,0.09531,0.09346,-0.01867,0.11191,0.03,-4.66,53.45,0.3088,0.0263,2.013,1.73,0.0,0.0,0,0.0,0.0
6,58,1.16,stand,0.09323,0.09299,-0.00667,0.11043,0.03,-4.11,52.2,0.3088,0.0259,1.971,1.73,0.0,0.0,0,0.0,0.0
7,58,1.16,stand,0.0921,0.08851,-0.02544,0.1095,0.03,-4.0,51.49,0.309,0.0259,1.95,1.73,0.0,0.0,0,0.0,0.0
8,58,1.16,stand,0.08649,0.08192,-0.02775,0.10378,0.03,-3.71,56.53,0.3084,0.024,1.943,1.73,0.0,0.0,0,0.0,0.0
9,58,1.16,stand,0.09283,0.09255,-0.00721,0.11003,0.03,-4.18,52.01,0.3092,0.0263,1.957,1.73,0.0,0.0,0,0.0,0.0
10,58,1.16,stand,0.09325,0.09113,-0.01977,0.10994,0.03,-3.78,53.53,0.3086,0.0265,1.979,1.73,0.0,0.0,0,0.0,0.0
11,58,1.16,stand,0.08501,0.08367,-0.01503,0.10296,0.03,-4.2,54.19,0.3095,0.026,1.787,1.73,0.0,0.0,0,0.0,0.0
12,58,1.16,stand,0.09147,0.0899,-0.01685,0.10877,0.03,-3.69,54.15,0.308,0.0261,1.938,1.73,0.0,0.0,0,0.0,0.0
13,58,1.16,stand,0.09385,0.09326,-0.01052,0.11061,0.03,-3.93,53.34,0.3087,0.0265,1.971,1.73,0.0,0.0,0,0.0,0.0
14,58,1.16,stand,0.089,0.08682,-0.01955,0.10683,0.03,-4.37,52.66,0.3092,0.0262,1.848,1.73,0.0,0.0,0,0.0,0.0
15,58,1.16,stand,0.09578,0.09502,-0.01197,0.11244,0.03,-3.97,53.97,0.3083,0.0263,1.998,1.73,0.0,0.0,0,0.0,0.0
0,59,1.18,stand,0.09144,0.08754,-0.02642,0.10884,0.03,-3.54,54.78,0.3082,0.0262,2.029,1.73,0.0,0.0,0,0.0,0.0
1,59,1.18,stand,0.09392,0.09325,-0.01121,0.11115,0.03,-3.72,52.99,0.3084,0.0266,2.037,1.73,0.0,0.0,0,0.0,0.0
2,59,1.18,stand,0.09333,0.09172,-0.01726,0.11124,0.03,-3.76,51.78,0.3082,0.0255,2.047,1.73,0.0,0.0,0,0.0,0.0
3,59,1.18,stand,0.09499,0.09117,-0.02665,0.11256,0.03,-4.2,53.41,0.3081,0.0254,2.111,1.73,0.0,0.0,0,0.0,0.0
4,59,1.18,stand,0.09404,0.09397,-0.00372,0.11137,0.03,-3.89,52.92,0.3088,0.0261,2.046,1.73,0.0,0.0,0,0.0,0.0
5,59,1.18,stand,0.09698,0.09543,-0.01725,0.114,0.03,-4.33,53.05,0.3086,0.0263,2.09,1.73,0.0,0.0,0,0.0,0.0
6,59,1.18,stand,0.09241,0.09228,-0.00489,0.11015,0.03,-3.95,52.51,0.3086,0.0259,2.021,1.73,0.0,0.0,0,0.0,0.0
7,59,1.18,stand,0.09083,0.08775,-0.02345,0.10881,0.03,-3.81,51.64,0.3089,0.0259,1.994,1.73,0.0,0.0,0,0.0,0.0
8,59,1.18,stand,0.08438,0.0805,-0.02531,0.10224,0.03,-3.49,56.86,0.3084,0.0241,1.994,1.73,0.0,0.0,0,0.0,0.0
9,59,1.18,stand,0.09255,0.09238,-0.00557,0.11023,0.03,-3.89,52.01,0.309,0.0262,2.014,1.73,0.0,0.0,0,0.0,0.0
